pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
ABL1	0.0687830687830688	0.705663335292965	0.553749015799519	1.38562071550892	649	10	BCL6 CCND2 PIM1 CSF1 TP53 FOXO3 BAX
AHR	0.0977198697068404	0.796129526729258	0.47405313438189	1.30573861886753	959	16	RFC3 CYP1B1 CYP1A2 ARNT IL6 MYC MFSD2A CCNG2
APC	0.531096830410631	0.981829106282561	0.406747384233105	0.964405535539514	4875	8	DNMT1 MYC AKT1 BIRC5
AR	0.373662633736626	0.981829106282561	0.31759704121901	1.04688144728993	3736	72	CDH2 FN1 TJP1 VIM HMMR ERBB3 ELK4 TSC1 CLK3 MED1 PC CDK6 XIAP TBP TSC2 PIGR WNT7B ACTA1 BTG2 VEGFA MYC CDK20 NKX3-1 TRPS1 KLF5 GREB1 SEPT7 RELA SRD5A3 EP300 PTEN ARG2 ETV1 NOV BSG PMEPA1 AKT1
ARID3A	0.553816046966732	0.981829106282561	-0.389084624077644	-0.929382006313756	848	5	RBL1 CDC6 E2F1 PML CDK1
ARNT	0.86950325732899	0.981829106282561	0.2675201826445	0.736861352601078	8541	16	CYP1B1 VEGFA MFSD2A BHLHE40 GAD1 RELB BRCA1 CCNE1 HIF1A ESR1
ARNTL	0.0911470186618116	0.765082550585509	0.612766188924626	1.34793654232452	800	6	CRY1 PER3 CRY2 BHLHE40
ASCL1	0.149633414796712	0.922661957688446	0.552646262575133	1.26944921358717	1346	7	DKK1 PCSK6 CHRNA5 CHRNB4 IGF2
ATF1	0.957654723127036	0.981829106282561	0.223393459004485	0.615318084553733	9407	16	SLC20A1 USP7 TOP2A GABPA CFTR TGFB2 IL10 FLT1 ERBB2 CYP11B1 MITF
ATF2	0.249272161429575	0.981829106282561	0.389727901994725	1.14291112908224	2482	24	FN1 PLAT FAS ST3GAL5 FASLG DUSP1 IMPDH2
ATF3	0.147116475807284	0.922661957688446	0.472909378275756	1.25116345409698	1425	13	CCL5 ADIPOR2 ADIPOR1 TP53 ASNS CD82
ATF4	0.297443609022556	0.981829106282561	0.374201630562597	1.10970288177222	2966	26	DISC1 SIRT2 SIGMAR1 NDC80 IL6 NUPR1 IRF7 VEGFA ASNS SIRT1
ATF5	0.703621417462786	0.981829106282561	0.367224003498965	0.843527323029201	6333	7	DISC1 CYP2B6 CREB1 ID1
ATF6	0.64657792684205	0.981829106282561	0.349665718583972	0.893264986961786	6168	11	ATP2A2 RTN3 SRF NUCB1 STARD4 WBP1 XBP1 BGLAP
ATM	0.129061462629514	0.922661957688446	0.430073139660267	1.24552458342735	1282	22	CFLAR KLRK1 FAS SP1 TERF1 DUSP1 MTF1 VEGFA PBK APLF
BCL3	0.960562049828787	0.981829106282561	0.291087339724727	0.607842181586545	8134	5	CTCF RELA NFKB1 EGFR MYB
BCL6	0.521881390593047	0.981829106282561	0.360183156675045	0.980095051647989	5103	15	BCL6 PDCD2 CCND2 CHEK1 MYC SUMO1 CDKN2B
BRCA1	0.613038696130387	0.981829106282561	0.298609488731001	0.949625798419144	6130	48	CASR CDH3 HMGA2 CYP1B1 CXCL1 FST DDB2 ATM ASPM HNRNPA2B1 S100A2 IRF7 VEGFA MYC SIRT1 XPC BACH1 MDC1 EP300 IGF1 CDKN1B
BTF3	0.659623134734778	0.981829106282561	0.370920690911959	0.879459786167003	6055	8	ATM ABL2 RRAS2 MADCAM1 NFKB1
