baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	4.64069927623076	0.147573985404956	0.847547038011763	0.174118932385329	0.861771994575732	0.999094919560102
A1CF	0.584504340659291	-0.446858811159502	2.59792883382551	-0.172005793746664	0.863432974135937	NA
A2M	0	NA	NA	NA	NA	NA
A2ML1	1.23150738254996	-0.628480385698017	1.75949229917478	-0.357194166745021	0.720946452514563	NA
A4GALT	0	NA	NA	NA	NA	NA
AAAS	6.60980994684281	-0.126639598661301	0.738990473983734	-0.171368377698586	0.863934117884042	0.999094919560102
AACS	11.6049540313892	0.395660486797215	0.604181432851	0.654870317563682	0.512551252443381	0.999094919560102
AADACL2	0	NA	NA	NA	NA	NA
AADACL3	0	NA	NA	NA	NA	NA
AADAT	2.13199944643491	0.491091539112275	1.25475483556425	0.391384456304116	0.695513079938084	NA
AAED1	10.0500335217348	-0.657320127795595	0.584368969883962	-1.1248374942395	0.260657902919277	0.999094919560102
AAGAB	8.2385707786575	-0.272208469626063	0.653150057572736	-0.416762528717605	0.676852113043558	0.999094919560102
AAK1	13.7134514789478	0.0224868958869286	0.499289899977927	0.0450377543946367	0.964077215817468	0.999094919560102
AAMDC	16.6751286904281	0.116034122229159	0.472875718832446	0.245379742727441	0.80616241259285	0.999094919560102
AAMP	13.0336637541167	-0.317623546978293	0.513881817909847	-0.618086758294327	0.536518150514501	0.999094919560102
AANAT	0.483037877421868	-1.11579168093089	2.61530742948585	-0.426638822018045	0.669642416620457	NA
AAR2	9.33467991291503	0.0658508084455533	0.59861107971408	0.110005996676517	0.912404619121104	0.999094919560102
AARD	3.48943321487824	-0.285240929466261	1.00509869248983	-0.283793951377712	0.776568290140558	0.999094919560102
AARS	17.5554253219734	0.398464808525616	0.448331724580608	0.888772278826264	0.374125476982984	0.999094919560102
AARS2	1.877435639209	0.768373374122978	1.42209620007555	0.540310405218829	0.588982983760241	NA
AARSD1	11.1651259384033	-0.598079124113518	0.557437686886317	-1.07290758802874	0.283312581153918	0.999094919560102
AASDH	4.21223225083601	0.284894587201373	0.894596140206345	0.318461677171622	0.750134759787035	0.999094919560102
AASDHPPT	10.3931317299943	-0.181794810376102	0.582001483160127	-0.312361421123879	0.754765866052275	0.999094919560102
AASS	4.26801271938252	1.39542248225724	1.00565032562647	1.38758219104434	0.165264307485306	0.999094919560102
AATF	3.0135392738344	0.18734962088514	1.08105700067595	0.173302259518228	0.862413847727551	NA
AATK	0	NA	NA	NA	NA	NA
ABAT	23.1380940526923	0.416706895247779	0.410211944706417	1.01583315801789	0.309708843275559	0.999094919560102
ABCA1	30.8705050118955	0.397395721319912	0.359985359193934	1.10392189896207	0.269627018443036	0.999094919560102
ABCA10	0.467314231305322	0.681110112646192	2.64752447814117	0.257263008621699	0.796975746442137	NA
ABCA12	0	NA	NA	NA	NA	NA
ABCA13	2.68414208100419	-0.361917111718068	1.12577278923219	-0.321483264811281	0.747844192486134	NA
ABCA2	2.39755163023661	0.522128140996555	1.25831942954139	0.414940855826131	0.678185200260424	NA
ABCA3	7.50116727184686	-0.1828063275418	0.694066086227053	-0.263384613035247	0.792254149064763	0.999094919560102
ABCA4	0	NA	NA	NA	NA	NA
ABCA5	7.89195494907812	1.00268807151353	0.6806247768877	1.4731877321577	0.140700422086832	0.999094919560102
ABCA6	1.44029475382924	0.220081600069101	1.54789896419179	0.142180856218877	0.886937152684087	NA
ABCA7	0.684712210512533	-1.60186595551862	2.318985915369	-0.690761399153964	0.489715497154243	NA
ABCA8	2.88540898251051	-0.881699207053876	1.088403504654	-0.810084865845927	0.417891401810601	NA
ABCA9	3.5311445139272	0.414851137634469	0.975087839054037	0.42545001693071	0.670508651095934	0.999094919560102
ABCB10	0.368401113277741	-2.08675086705052	3.00681899499883	-0.694006147533775	0.487678353656401	NA
ABCB11	0.5503679419336	1.18733789111386	2.46691752538098	0.481304250708784	0.630300276427213	NA
ABCB4	3.30703449228216	-0.134606285930647	1.00437263074722	-0.134020264800032	0.8933865500011	NA
ABCB5	1.78870758293807	2.18821799153168	1.60798903548324	1.36084136349479	0.173563827070656	NA
ABCB6	8.86040663111528	-0.760509081616924	0.657759693741003	-1.15621113433013	0.24759480660928	0.999094919560102
ABCB7	1.90959993537349	-1.35545729961115	1.428666263793	-0.948757126813164	0.342744151810248	NA
ABCB8	1.66938081712719	0.169483413743234	1.45716180781998	0.116310634024092	0.907406358082073	NA
