baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	genes
3.01817543789735	0.0799826908451283	0.122417327377624	0.653360864499221	0.513523662558933	0.704787956332643	A1BG
0.802975728135598	-0.740863507973696	0.418078115588138	-1.77206957348503	0.0763830089201165	0.259283034328025	A1CF
0.262604284499385	-0.825318513542871	0.594174341854834	-1.3890174236849	0.164827451851413	0.383418877899145	A2M
0.846280064137577	-0.543550074167961	0.221768213340993	-2.45098278954971	0.0142466764929797	0.109475988611023	A2ML1
0.00880864459843912	-0.852458766468661	2.49805412700512	-0.341249117564422	0.732916049532243	NA	A4GALT
1.95590457110969	-0.257821449799023	0.127011918908421	-2.0298996504802	0.0423667406325666	0.193522654245368	AAAS
7.88795211567702	-0.104862683444564	0.147167645523203	-0.712538976021267	0.476131084888655	0.677327771999206	AACS
0.0795938787939918	-0.818788164782063	0.697558375302157	-1.17379160479206	0.240478507479536	0.465141899128691	AADACL2
0.0919869802489098	-1.18112765004929	0.746511040769453	-1.58219716192256	0.113604568078711	0.314072200301138	AADACL3
0.815343064569045	-0.183833639632278	0.190158603763096	-0.966738480375587	0.333674785337919	0.555439769766637	AADAT
5.26593216838994	0.28975502267925	0.108414994232603	2.67264712533752	0.00752553663631871	0.0773084452880872	AAED1
3.21291422485302	0.200125318744578	0.10753814589321	1.86097051499577	0.0627483406155947	0.234231500512133	AAGAB
6.21865636709723	0.170548151650846	0.111894017874478	1.52419365119381	0.127460343519914	0.333442798475047	AAK1
6.3344894974715	0.235571674323696	0.0932348734587826	2.52664765430114	0.0115156970019415	0.0983359740149991	AAMDC
5.31304696122949	0.160589048844914	0.0884757320360949	1.8150632399334	0.0695141915360848	0.247547942110097	AAMP
0.080620529300062	-0.871739772603976	0.635311316407944	-1.37214582849366	0.170018045270267	0.389541876304671	AANAT
3.56120256015332	-0.0483481159357428	0.0917366614299291	-0.527031561669294	0.598171671111421	0.76775343974774	AAR2
1.69983458936903	-0.220845791731928	0.243118869936088	-0.908386057363561	0.36367428950785	0.581663032773683	AARD
7.14086248453117	0.0981799417381423	0.131589280601898	0.74610896335219	0.455601595178256	0.66063982267777	AARS
1.58101939746964	-0.0487903176583605	0.215141721409723	-0.226782222149476	0.820593088237427	0.903179032065289	AARS2
3.67759720825891	0.112091389627646	0.0945249753248457	1.18583886684372	0.235685939210472	0.461224235075331	AARSD1
1.94654702217054	-0.22181501410816	0.13797364882842	-1.60766215861989	0.107909190596196	0.306251437067988	AASDH
3.98064526966479	-0.0019117816232212	0.0897734785160416	-0.0212956170889555	0.983009840103942	0.991921275976237	AASDHPPT
